person,anger,gender,item,description,do,other,scold,shout,poly,dich
73,12,0,23,want operator scold,1,0,1,0,0,0
73,12,0,24,want operator shout,1,0,0,1,0,0
74,19,0,1,do bus curse,0,1,0,0,1,1
74,19,0,2,do bus scold,0,1,1,0,1,1
74,19,0,3,do bus shout,0,1,0,1,1,1
74,19,0,4,do train curse,0,1,0,0,1,1
74,19,0,5,do train scold,0,1,1,0,1,1
74,19,0,6,do train shout,0,1,0,1,1,1
74,19,0,7,do store curse,0,0,0,0,1,1
74,19,0,8,do store scold,0,0,1,0,0,0
74,19,0,9,do store shout,0,0,0,1,0,0
74,19,0,10,do operator curse,0,0,0,0,0,0
74,19,0,11,do operator scold,0,0,1,0,0,0
74,19,0,12,do operator shout,0,0,0,1,0,0
74,19,0,13,want bus curse,1,1,0,0,0,0
74,19,0,14,want bus scold,1,1,1,0,1,1
74,19,0,15,want bus shout,1,1,0,1,0,0
74,19,0,16,want train curse,1,1,0,0,0,0
74,19,0,17,want train scold,1,1,1,0,1,1
74,19,0,18,want train shout,1,1,0,1,0,0
74,19,0,19,want store curse,1,0,0,0,0,0
74,19,0,20,want store scold,1,0,1,0,1,1
74,19,0,21,want store shout,1,0,0,1,0,0
74,19,0,22,want operator curse,1,0,0,0,0,0
74,19,0,23,want operator scold,1,0,1,0,0,0
74,19,0,24,want operator shout,1,0,0,1,0,0
75,23,0,1,do bus curse,0,1,0,0,0,0
75,23,0,2,do bus scold,0,1,1,0,0,0
75,23,0,3,do bus shout,0,1,0,1,1,1
75,23,0,4,do train curse,0,1,0,0,1,1
75,23,0,5,do train scold,0,1,1,0,0,0
75,23,0,6,do train shout,0,1,0,1,0,0
75,23,0,7,do store curse,0,0,0,0,0,0
75,23,0,8,do store scold,0,0,1,0,0,0
75,23,0,9,do store shout,0,0,0,1,0,0
75,23,0,10,do operator curse,0,0,0,0,0,0
75,23,0,11,do operator scold,0,0,1,0,0,0
75,23,0,12,do operator shout,0,0,0,1,0,0
75,23,0,13,want bus curse,1,1,0,0,0,0
75,23,0,14,want bus scold,1,1,1,0,0,0
75,23,0,15,want bus shout,1,1,0,1,0,0
75,23,0,16,want train curse,1,1,0,0,0,0
75,23,0,17,want train scold,1,1,1,0,0,0
75,23,0,18,want train shout,1,1,0,1,0,0
75,23,0,19,want store curse,1,0,0,0,0,0
75,23,0,20,want store scold,1,0,1,0,0,0
75,23,0,21,want store shout,1,0,0,1,0,0
75,23,0,22,want operator curse,1,0,0,0,0,0
75,23,0,23,want operator scold,1,0,1,0,1,1
75,23,0,24,want operator shout,1,0,0,1,0,0
76,11,0,1,do bus curse,0,1,0,0,1,1
76,11,0,2,do bus scold,0,1,1,0,0,0
76,11,0,3,do bus shout,0,1,0,1,0,0
76,11,0,4,do train curse,0,1,0,0,1,1
76,11,0,5,do train scold,0,1,1,0,0,0
76,11,0,6,do train shout,0,1,0,1,0,0
76,11,0,7,do store curse,0,0,0,0,0,0
76,11,0,8,do store scold,0,0,1,0,0,0
76,11,0,9,do store shout,0,0,0,1,0,0
76,11,0,10,do operator curse,0,0,0,0,0,0
76,11,0,11,do operator scold,0,0,1,0,0,0
76,11,0,12,do operator shout,0,0,0,1,1,1
76,11,0,13,want bus curse,1,1,0,0,0,0
76,11,0,14,want bus scold,1,1,1,0,0,0
76,11,0,15,want bus shout,1,1,0,1,0,0
76,11,0,16,want train curse,1,1,0,0,0,0
76,11,0,17,want train scold,1,1,1,0,0,0
76,11,0,18,want train shout,1,1,0,1,0,0
76,11,0,19,want store curse,1,0,0,0,0,0
76,11,0,20,want store scold,1,0,1,0,0,0
76,11,0,21,want store shout,1,0,0,1,0,0
76,11,0,22,want operator curse,1,0,0,0,0,0
76,11,0,23,want operator scold,1,0,1,0,0,0
76,11,0,24,want operator shout,1,0,0,1,1,1
77,18,0,1,do bus curse,0,1,0,0,0,0
77,18,0,2,do bus scold,0,1,1,0,0,0
77,18,0,3,do bus shout,0,1,0,1,0,0
77,18,0,4,do train curse,0,1,0,0,2,1
77,18,0,5,do train scold,0,1,1,0,0,0
77,18,0,6,do train shout,0,1,0,1,1,1
77,18,0,7,do store curse,0,0,0,0,0,0
77,18,0,8,do store scold,0,0,1,0,0,0
77,18,0,9,do store shout,0,0,0,1,0,0
77,18,0,10,do operator curse,0,0,0,0,1,1
77,18,0,11,do operator scold,0,0,1,0,0,0
77,18,0,12,do operator shout,0,0,0,1,1,1
77,18,0,13,want bus curse,1,1,0,0,0,0
77,18,0,14,want bus scold,1,1,1,0,0,0
77,18,0,15,want bus shout,1,1,0,1,0,0
77,18,0,16,want train curse,1,1,0,0,1,1
77,18,0,17,want train scold,1,1,1,0,0,0
77,18,0,18,want train shout,1,1,0,1,0,0
77,18,0,19,want store curse,1,0,0,0,0,0
77,18,0,20,want store scold,1,0,1,0,0,0
77,18,0,21,want store shout,1,0,0,1,0,0
77,18,0,22,want operator curse,1,0,0,0,0,0
77,18,0,23,want operator scold,1,0,1,0,0,0
77,18,0,24,want operator shout,1,0,0,1,0,0
78,22,0,1,do bus curse,0,1,0,0,1,1
78,22,0,2,do bus scold,0,1,1,0,0,0
78,22,0,3,do bus shout,0,1,0,1,0,0
78,22,0,4,do train curse,0,1,0,0,0,0
78,22,0,5,do train scold,0,1,1,0,0,0
78,22,0,6,do train shout,0,1,0,1,0,0
78,22,0,7,do store curse,0,0,0,0,0,0
78,22,0,8,do store scold,0,0,1,0,0,0
78,22,0,9,do store shout,0,0,0,1,0,0
78,22,0,10,do operator curse,0,0,0,0,0,0
78,22,0,11,do operator scold,0,0,1,0,0,0
78,22,0,12,do operator shout,0,0,0,1,0,0
78,22,0,13,want bus curse,1,1,0,0,0,0
78,22,0,14,want bus scold,1,1,1,0,1,1
78,22,0,15,want bus shout,1,1,0,1,0,0
78,22,0,16,want train curse,1,1,0,0,0,0
78,22,0,17,want train scold,1,1,1,0,0,0
78,22,0,18,want train shout,1,1,0,1,0,0
78,22,0,19,want store curse,1,0,0,0,0,0
78,22,0,20,want store scold,1,0,1,0,0,0
78,22,0,21,want store shout,1,0,0,1,0,0
78,22,0,22,want operator curse,1,0,0,0,0,0
78,22,0,23,want operator scold,1,0,1,0,0,0
78,22,0,24,want operator shout,1,0,0,1,0,0
79,22,1,1,do bus curse,0,1,0,0,1,1
79,22,1,2,do bus scold,0,1,1,0,0,0
79,22,1,3,do bus shout,0,1,0,1,0,0
79,22,1,4,do train curse,0,1,0,0,2,1
79,22,1,5,do train scold,0,1,1,0,0,0
79,22,1,6,do train shout,0,1,0,1,1,1
79,22,1,7,do store curse,0,0,0,0,2,1
79,22,1,8,do store scold,0,0,1,0,0,0
79,22,1,9,do store shout,0,0,0,1,0,0
79,22,1,10,do operator curse,0,0,0,0,2,1
79,22,1,11,do operator scold,0,0,1,0,0,0
79,22,1,12,do operator shout,0,0,0,1,1,1
79,22,1,13,want bus curse,1,1,0,0,0,0
79,22,1,14,want bus scold,1,1,1,0,0,0
79,22,1,15,want bus shout,1,1,0,1,0,0
79,22,1,16,want train curse,1,1,0,0,0,0
79,22,1,17,want train scold,1,1,1,0,1,1
79,22,1,18,want train shout,1,1,0,1,1,1
79,22,1,19,want store curse,1,0,0,0,0,0
79,22,1,20,want store scold,1,0,1,0,0,0
79,22,1,21,want store shout,1,0,0,1,0,0
79,22,1,22,want operator curse,1,0,0,0,0,0
79,22,1,23,want operator scold,1,0,1,0,0,0
79,22,1,24,want operator shout,1,0,0,1,0,0
80,19,1,1,do bus curse,0,1,0,0,2,1
80,19,1,2,do bus scold,0,1,1,0,0,0
80,19,1,3,do bus shout,0,1,0,1,0,0
80,19,1,4,do train curse,0,1,0,0,2,1
80,19,1,5,do train scold,0,1,1,0,0,0
80,19,1,6,do train shout,0,1,0,1,0,0
80,19,1,7,do store curse,0,0,0,0,0,0
80,19,1,8,do store scold,0,0,1,0,0,0
80,19,1,9,do store shout,0,0,0,1,0,0
80,19,1,10,do operator curse,0,0,0,0,1,1
80,19,1,11,do operator scold,0,0,1,0,0,0
80,19,1,12,do operator shout,0,0,0,1,0,0
80,19,1,13,want bus curse,1,1,0,0,2,1
80,19,1,14,want bus scold,1,1,1,0,2,1
80,19,1,15,want bus shout,1,1,0,1,0,0
80,19,1,16,want train curse,1,1,0,0,2,1
80,19,1,17,want train scold,1,1,1,0,0,0
80,19,1,18,want train shout,1,1,0,1,0,0
80,19,1,19,want store curse,1,0,0,0,1,1
80,19,1,20,want store scold,1,0,1,0,1,1
80,19,1,21,want store shout,1,0,0,1,0,0
80,19,1,22,want operator curse,1,0,0,0,1,1
80,19,1,23,want operator scold,1,0,1,0,1,1
80,19,1,24,want operator shout,1,0,0,1,0,0
81,19,1,1,do bus curse,0,1,0,0,2,1
81,19,1,2,do bus scold,0,1,1,0,1,1
81,19,1,3,do bus shout,0,1,0,1,0,0
81,19,1,4,do train curse,0,1,0,0,0,0
81,19,1,5,do train scold,0,1,1,0,0,0
81,19,1,6,do train shout,0,1,0,1,0,0
81,19,1,7,do store curse,0,0,0,0,0,0
81,19,1,8,do store scold,0,0,1,0,0,0
81,19,1,9,do store shout,0,0,0,1,0,0
81,19,1,10,do operator curse,0,0,0,0,2,1
81,19,1,11,do operator scold,0,0,1,0,1,1
81,19,1,12,do operator shout,0,0,0,1,0,0
81,19,1,13,want bus curse,1,1,0,0,0,0
81,19,1,14,want bus scold,1,1,1,0,1,1
81,19,1,15,want bus shout,1,1,0,1,0,0
81,19,1,16,want train curse,1,1,0,0,0,0
81,19,1,17,want train scold,1,1,1,0,0,0
81,19,1,18,want train shout,1,1,0,1,0,0
81,19,1,19,want store curse,1,0,0,0,0,0
81,19,1,20,want store scold,1,0,1,0,0,0
81,19,1,21,want store shout,1,0,0,1,0,0
81,19,1,22,want operator curse,1,0,0,0,0,0
81,19,1,23,want operator scold,1,0,1,0,0,0
81,19,1,24,want operator shout,1,0,0,1,0,0
82,21,0,1,do bus curse,0,1,0,0,2,1
82,21,0,2,do bus scold,0,1,1,0,2,1
82,21,0,3,do bus shout,0,1,0,1,1,1
82,21,0,4,do train curse,0,1,0,0,2,1
82,21,0,5,do train scold,0,1,1,0,2,1
82,21,0,6,do train shout,0,1,0,1,0,0
82,21,0,7,do store curse,0,0,0,0,1,1
82,21,0,8,do store scold,0,0,1,0,1,1
82,21,0,9,do store shout,0,0,0,1,0,0
82,21,0,10,do operator curse,0,0,0,0,2,1
82,21,0,11,do operator scold,0,0,1,0,1,1
82,21,0,12,do operator shout,0,0,0,1,0,0
82,21,0,13,want bus curse,1,1,0,0,1,1
82,21,0,14,want bus scold,1,1,1,0,1,1
82,21,0,15,want bus shout,1,1,0,1,1,1
82,21,0,16,want train curse,1,1,0,0,1,1
82,21,0,17,want train scold,1,1,1,0,1,1
82,21,0,18,want train shout,1,1,0,1,0,0
82,21,0,19,want store curse,1,0,0,0,1,1
82,21,0,20,want store scold,1,0,1,0,1,1
82,21,0,21,want store shout,1,0,0,1,0,0
82,21,0,22,want operator curse,1,0,0,0,1,1
82,21,0,23,want operator scold,1,0,1,0,1,1
82,21,0,24,want operator shout,1,0,0,1,0,0
83,25,0,1,do bus curse,0,1,0,0,1,1
83,25,0,2,do bus scold,0,1,1,0,0,0
83,25,0,3,do bus shout,0,1,0,1,0,0
83,25,0,4,do train curse,0,1,0,0,2,1
83,25,0,5,do train scold,0,1,1,0,0,0
83,25,0,6,do train shout,0,1,0,1,0,0
83,25,0,7,do store curse,0,0,0,0,0,0
83,25,0,8,do store scold,0,0,1,0,2,1
83,25,0,9,do store shout,0,0,0,1,0,0
83,25,0,10,do operator curse,0,0,0,0,2,1
83,25,0,11,do operator scold,0,0,1,0,0,0
83,25,0,12,do operator shout,0,0,0,1,0,0
83,25,0,13,want bus curse,1,1,0,0,1,1
83,25,0,14,want bus scold,1,1,1,0,0,0
83,25,0,15,want bus shout,1,1,0,1,0,0
83,25,0,16,want train curse,1,1,0,0,1,1
83,25,0,17,want train scold,1,1,1,0,1,1
83,25,0,18,want train shout,1,1,0,1,0,0
83,25,0,19,want store curse,1,0,0,0,1,1
83,25,0,20,want store scold,1,0,1,0,1,1
83,25,0,21,want store shout,1,0,0,1,0,0
83,25,0,22,want operator curse,1,0,0,0,0,0
83,25,0,23,want operator scold,1,0,1,0,1,1
83,25,0,24,want operator shout,1,0,0,1,0,0
84,19,0,1,do bus curse,0,1,0,0,2,1
84,19,0,2,do bus scold,0,1,1,0,0,0
84,19,0,3,do bus shout,0,1,0,1,1,1
84,19,0,4,do train curse,0,1,0,0,1,1
84,19,0,5,do train scold,0,1,1,0,0,0
84,19,0,6,do train shout,0,1,0,1,0,0
84,19,0,7,do store curse,0,0,0,0,1,1
84,19,0,8,do store scold,0,0,1,0,0,0
84,19,0,9,do store shout,0,0,0,1,0,0
84,19,0,10,do operator curse,0,0,0,0,1,1
84,19,0,11,do operator scold,0,0,1,0,0,0
84,19,0,12,do operator shout,0,0,0,1,0,0
84,19,0,13,want bus curse,1,1,0,0,1,1
84,19,0,14,want bus scold,1,1,1,0,0,0
84,19,0,15,want bus shout,1,1,0,1,0,0
84,19,0,16,want train curse,1,1,0,0,0,0
84,19,0,17,want train scold,1,1,1,0,0,0
84,19,0,18,want train shout,1,1,0,1,0,0
84,19,0,19,want store curse,1,0,0,0,0,0
84,19,0,20,want store scold,1,0,1,0,0,0
84,19,0,21,want store shout,1,0,0,1,0,0
84,19,0,22,want operator curse,1,0,0,0,1,1
84,19,0,23,want operator scold,1,0,1,0,0,0
84,19,0,24,want operator shout,1,0,0,1,0,0
85,26,0,1,do bus curse,0,1,0,0,1,1
85,26,0,2,do bus scold,0,1,1,0,2,1
85,26,0,3,do bus shout,0,1,0,1,0,0
85,26,0,4,do train curse,0,1,0,0,1,1
85,26,0,5,do train scold,0,1,1,0,1,1
85,26,0,6,do train shout,0,1,0,1,0,0
85,26,0,7,do store curse,0,0,0,0,0,0
85,26,0,8,do store scold,0,0,1,0,0,0
85,26,0,9,do store shout,0,0,0,1,0,0
85,26,0,10,do operator curse,0,0,0,0,1,1
85,26,0,11,do operator scold,0,0,1,0,1,1
85,26,0,12,do operator shout,0,0,0,1,1,1
85,26,0,13,want bus curse,1,1,0,0,1,1
85,26,0,14,want bus scold,1,1,1,0,1,1
85,26,0,15,want bus shout,1,1,0,1,1,1
85,26,0,16,want train curse,1,1,0,0,0,0
85,26,0,17,want train scold,1,1,1,0,1,1
85,26,0,18,want train shout,1,1,0,1,1,1
85,26,0,19,want store curse,1,0,0,0,0,0
85,26,0,20,want store scold,1,0,1,0,0,0
85,26,0,21,want store shout,1,0,0,1,0,0
85,26,0,22,want operator curse,1,0,0,0,1,1
85,26,0,23,want operator scold,1,0,1,0,1,1
85,26,0,24,want operator shout,1,0,0,1,1,1
86,18,0,1,do bus curse,0,1,0,0,0,0
86,18,0,2,do bus scold,0,1,1,0,0,0
86,18,0,3,do bus shout,0,1,0,1,0,0
86,18,0,4,do train curse,0,1,0,0,1,1
86,18,0,5,do train scold,0,1,1,0,0,0
86,18,0,6,do train shout,0,1,0,1,0,0
86,18,0,7,do store curse,0,0,0,0,0,0
86,18,0,8,do store scold,0,0,1,0,0,0
86,18,0,9,do store shout,0,0,0,1,0,0
86,18,0,10,do operator curse,0,0,0,0,1,1
86,18,0,11,do operator scold,0,0,1,0,0,0
86,18,0,12,do operator shout,0,0,0,1,0,0
86,18,0,13,want bus curse,1,1,0,0,0,0
86,18,0,14,want bus scold,1,1,1,0,0,0
86,18,0,15,want bus shout,1,1,0,1,0,0
86,18,0,16,want train curse,1,1,0,0,0,0
86,18,0,17,want train scold,1,1,1,0,0,0
86,18,0,18,want train shout,1,1,0,1,0,0
86,18,0,19,want store curse,1,0,0,0,0,0
86,18,0,20,want store scold,1,0,1,0,0,0
86,18,0,21,want store shout,1,0,0,1,0,0
86,18,0,22,want operator curse,1,0,0,0,0,0
86,18,0,23,want operator scold,1,0,1,0,0,0
86,18,0,24,want operator shout,1,0,0,1,0,0
87,20,0,1,do bus curse,0,1,0,0,2,1
87,20,0,2,do bus scold,0,1,1,0,2,1
87,20,0,3,do bus shout,0,1,0,1,1,1
87,20,0,4,do train curse,0,1,0,0,2,1
87,20,0,5,do train scold,0,1,1,0,1,1
87,20,0,6,do train shout,0,1,0,1,1,1
87,20,0,7,do store curse,0,0,0,0,2,1
87,20,0,8,do store scold,0,0,1,0,1,1
87,20,0,9,do store shout,0,0,0,1,1,1
87,20,0,10,do operator curse,0,0,0,0,1,1
87,20,0,11,do operator scold,0,0,1,0,1,1
87,20,0,12,do operator shout,0,0,0,1,0,0
87,20,0,13,want bus curse,1,1,0,0,1,1
87,20,0,14,want bus scold,1,1,1,0,1,1
87,20,0,15,want bus shout,1,1,0,1,1,1
87,20,0,16,want train curse,1,1,0,0,0,0
87,20,0,17,want train scold,1,1,1,0,0,0
87,20,0,18,want train shout,1,1,0,1,0,0
87,20,0,19,want store curse,1,0,0,0,1,1
87,20,0,20,want store scold,1,0,1,0,1,1
87,20,0,21,want store shout,1,0,0,1,0,0
87,20,0,22,want operator curse,1,0,0,0,1,1
87,20,0,23,want operator scold,1,0,1,0,1,1
87,20,0,24,want operator shout,1,0,0,1,0,0
88,17,0,1,do bus curse,0,1,0,0,2,1
88,17,0,2,do bus scold,0,1,1,0,1,1
88,17,0,3,do bus shout,0,1,0,1,1,1
88,17,0,4,do train curse,0,1,0,0,2,1
88,17,0,5,do train scold,0,1,1,0,1,1
88,17,0,6,do train shout,0,1,0,1,0,0
88,17,0,7,do store curse,0,0,0,0,1,1
88,17,0,8,do store scold,0,0,1,0,0,0
88,17,0,9,do store shout,0,0,0,1,0,0
88,17,0,10,do operator curse,0,0,0,0,2,1
88,17,0,11,do operator scold,0,0,1,0,2,1
88,17,0,12,do operator shout,0,0,0,1,1,1
88,17,0,13,want bus curse,1,1,0,0,1,1
88,17,0,14,want bus scold,1,1,1,0,1,1
88,17,0,15,want bus shout,1,1,0,1,0,0
88,17,0,16,want train curse,1,1,0,0,1,1
88,17,0,17,want train scold,1,1,1,0,0,0
88,17,0,18,want train shout,1,1,0,1,0,0
88,17,0,19,want store curse,1,0,0,0,0,0
88,17,0,20,want store scold,1,0,1,0,0,0
88,17,0,21,want store shout,1,0,0,1,0,0
88,17,0,22,want operator curse,1,0,0,0,1,1
88,17,0,23,want operator scold,1,0,1,0,2,1
88,17,0,24,want operator shout,1,0,0,1,1,1
89,17,1,1,do bus curse,0,1,0,0,1,1
89,17,1,2,do bus scold,0,1,1,0,0,0
89,17,1,3,do bus shout,0,1,0,1,0,0
89,17,1,4,do train curse,0,1,0,0,2,1
89,17,1,5,do train scold,0,1,1,0,0,0
89,17,1,6,do train shout,0,1,0,1,0,0
89,17,1,7,do store curse,0,0,0,0,1,1
89,17,1,8,do store scold,0,0,1,0,0,0
89,17,1,9,do store shout,0,0,0,1,0,0
89,17,1,10,do operator curse,0,0,0,0,2,1
89,17,1,11,do operator scold,0,0,1,0,0,0
89,17,1,12,do operator shout,0,0,0,1,0,0
89,17,1,13,want bus curse,1,1,0,0,1,1
89,17,1,14,want bus scold,1,1,1,0,0,0
89,17,1,15,want bus shout,1,1,0,1,0,0
89,17,1,16,want train curse,1,1,0,0,2,1
89,17,1,17,want train scold,1,1,1,0,0,0
89,17,1,18,want train shout,1,1,0,1,0,0
89,17,1,19,want store curse,1,0,0,0,1,1
89,17,1,20,want store scold,1,0,1,0,0,0
89,17,1,21,want store shout,1,0,0,1,0,0
89,17,1,22,want operator curse,1,0,0,0,2,1
89,17,1,23,want operator scold,1,0,1,0,1,1
89,17,1,24,want operator shout,1,0,0,1,0,0
90,16,0,1,do bus curse,0,1,0,0,2,1
90,16,0,2,do bus scold,0,1,1,0,0,0
90,16,0,3,do bus shout,0,1,0,1,0,0
90,16,0,4,do train curse,0,1,0,0,1,1
90,16,0,5,do train scold,0,1,1,0,0,0
90,16,0,6,do train shout,0,1,0,1,0,0
90,16,0,7,do store curse,0,0,0,0,0,0
90,16,0,8,do store scold,0,0,1,0,0,0
90,16,0,9,do store shout,0,0,0,1,0,0
90,16,0,10,do operator curse,0,0,0,0,1,1
90,16,0,11,do operator scold,0,0,1,0,0,0
90,16,0,12,do operator shout,0,0,0,1,0,0
90,16,0,13,want bus curse,1,1,0,0,0,0
90,16,0,14,want bus scold,1,1,1,0,0,0
90,16,0,15,want bus shout,1,1,0,1,0,0
90,16,0,16,want train curse,1,1,0,0,0,0
90,16,0,17,want train scold,1,1,1,0,0,0
90,16,0,18,want train shout,1,1,0,1,0,0
90,16,0,19,want store curse,1,0,0,0,0,0
90,16,0,20,want store scold,1,0,1,0,0,0
90,16,0,21,want store shout,1,0,0,1,0,0
90,16,0,22,want operator curse,1,0,0,0,0,0
90,16,0,23,want operator scold,1,0,1,0,0,0
90,16,0,24,want operator shout,1,0,0,1,0,0
91,22,0,1,do bus curse,0,1,0,0,1,1
91,22,0,2,do bus scold,0,1,1,0,0,0
91,22,0,3,do bus shout,0,1,0,1,0,0
91,22,0,4,do train curse,0,1,0,0,0,0
91,22,0,5,do train scold,0,1,1,0,0,0
91,22,0,6,do train shout,0,1,0,1,0,0
91,22,0,7,do store curse,0,0,0,0,1,1
91,22,0,8,do store scold,0,0,1,0,0,0
91,22,0,9,do store shout,0,0,0,1,0,0
91,22,0,10,do operator curse,0,0,0,0,1,1
91,22,0,11,do operator scold,0,0,1,0,0,0
91,22,0,12,do operator shout,0,0,0,1,0,0
91,22,0,13,want bus curse,1,1,0,0,0,0
91,22,0,14,want bus scold,1,1,1,0,0,0
91,22,0,15,want bus shout,1,1,0,1,0,0
91,22,0,16,want train curse,1,1,0,0,0,0
91,22,0,17,want train scold,1,1,1,0,0,0
91,22,0,18,want train shout,1,1,0,1,0,0
91,22,0,19,want store curse,1,0,0,0,0,0
91,22,0,20,want store scold,1,0,1,0,0,0
91,22,0,21,want store shout,1,0,0,1,0,0
91,22,0,22,want operator curse,1,0,0,0,0,0
91,22,0,23,want operator scold,1,0,1,0,0,0
91,22,0,24,want operator shout,1,0,0,1,0,0
92,16,0,1,do bus curse,0,1,0,0,0,0
92,16,0,2,do bus scold,0,1,1,0,0,0
92,16,0,3,do bus shout,0,1,0,1,0,0
92,16,0,4,do train curse,0,1,0,0,0,0
92,16,0,5,do train scold,0,1,1,0,0,0
92,16,0,6,do train shout,0,1,0,1,0,0
92,16,0,7,do store curse,0,0,0,0,0,0
92,16,0,8,do store scold,0,0,1,0,0,0
92,16,0,9,do store shout,0,0,0,1,0,0
92,16,0,10,do operator curse,0,0,0,0,0,0
92,16,0,11,do operator scold,0,0,1,0,0,0
92,16,0,12,do operator shout,0,0,0,1,0,0
92,16,0,13,want bus curse,1,1,0,0,0,0
92,16,0,14,want bus scold,1,1,1,0,0,0
92,16,0,15,want bus shout,1,1,0,1,0,0
92,16,0,16,want train curse,1,1,0,0,0,0
92,16,0,17,want train scold,1,1,1,0,0,0
92,16,0,18,want train shout,1,1,0,1,0,0
92,16,0,19,want store curse,1,0,0,0,0,0
92,16,0,20,want store scold,1,0,1,0,0,0
92,16,0,21,want store shout,1,0,0,1,1,1
92,16,0,22,want operator curse,1,0,0,0,0,0
92,16,0,23,want operator scold,1,0,1,0,0,0
92,16,0,24,want operator shout,1,0,0,1,0,0
93,19,1,1,do bus curse,0,1,0,0,2,1
93,19,1,2,do bus scold,0,1,1,0,2,1
93,19,1,3,do bus shout,0,1,0,1,0,0
93,19,1,4,do train curse,0,1,0,0,1,1
93,19,1,5,do train scold,0,1,1,0,0,0
93,19,1,6,do train shout,0,1,0,1,0,0
93,19,1,7,do store curse,0,0,0,0,1,1
93,19,1,8,do store scold,0,0,1,0,1,1
93,19,1,9,do store shout,0,0,0,1,0,0
93,19,1,10,do operator curse,0,0,0,0,2,1
93,19,1,11,do operator scold,0,0,1,0,1,1
93,19,1,12,do operator shout,0,0,0,1,0,0
93,19,1,13,want bus curse,1,1,0,0,2,1
93,19,1,14,want bus scold,1,1,1,0,2,1
93,19,1,15,want bus shout,1,1,0,1,0,0
93,19,1,16,want train curse,1,1,0,0,1,1
93,19,1,17,want train scold,1,1,1,0,1,1
93,19,1,18,want train shout,1,1,0,1,0,0
93,19,1,19,want store curse,1,0,0,0,0,0
93,19,1,20,want store scold,1,0,1,0,0,0
93,19,1,21,want store shout,1,0,0,1,0,0
93,19,1,22,want operator curse,1,0,0,0,1,1
93,19,1,23,want operator scold,1,0,1,0,1,1
93,19,1,24,want operator shout,1,0,0,1,0,0
94,20,1,1,do bus curse,0,1,0,0,2,1
94,20,1,2,do bus scold,0,1,1,0,0,0
94,20,1,3,do bus shout,0,1,0,1,0,0
94,20,1,4,do train curse,0,1,0,0,1,1
94,20,1,5,do train scold,0,1,1,0,0,0
94,20,1,6,do train shout,0,1,0,1,0,0
94,20,1,7,do store curse,0,0,0,0,1,1
94,20,1,8,do store scold,0,0,1,0,0,0
94,20,1,9,do store shout,0,0,0,1,0,0
94,20,1,10,do operator curse,0,0,0,0,1,1
94,20,1,11,do operator scold,0,0,1,0,0,0
94,20,1,12,do operator shout,0,0,0,1,0,0
94,20,1,13,want bus curse,1,1,0,0,0,0
94,20,1,14,want bus scold,1,1,1,0,0,0
94,20,1,15,want bus shout,1,1,0,1,0,0
94,20,1,16,want train curse,1,1,0,0,0,0
94,20,1,17,want train scold,1,1,1,0,0,0
94,20,1,18,want train shout,1,1,0,1,0,0
94,20,1,19,want store curse,1,0,0,0,0,0
94,20,1,20,want store scold,1,0,1,0,0,0
94,20,1,21,want store shout,1,0,0,1,0,0
94,20,1,22,want operator curse,1,0,0,0,0,0
94,20,1,23,want operator scold,1,0,1,0,0,0
94,20,1,24,want operator shout,1,0,0,1,0,0
95,22,0,1,do bus curse,0,1,0,0,1,1
95,22,0,2,do bus scold,0,1,1,0,1,1
95,22,0,3,do bus shout,0,1,0,1,2,1
95,22,0,4,do train curse,0,1,0,0,2,1
95,22,0,5,do train scold,0,1,1,0,1,1
95,22,0,6,do train shout,0,1,0,1,2,1
95,22,0,7,do store curse,0,0,0,0,0,0
95,22,0,8,do store scold,0,0,1,0,0,0
95,22,0,9,do store shout,0,0,0,1,0,0
95,22,0,10,do operator curse,0,0,0,0,1,1
95,22,0,11,do operator scold,0,0,1,0,1,1
95,22,0,12,do operator shout,0,0,0,1,0,0
95,22,0,13,want bus curse,1,1,0,0,2,1
95,22,0,14,want bus scold,1,1,1,0,1,1
95,22,0,15,want bus shout,1,1,0,1,1,1
95,22,0,16,want train curse,1,1,0,0,2,1
95,22,0,17,want train scold,1,1,1,0,1,1
95,22,0,18,want train shout,1,1,0,1,1,1
95,22,0,19,want store curse,1,0,0,0,1,1
95,22,0,20,want store scold,1,0,1,0,0,0
95,22,0,21,want store shout,1,0,0,1,0,0
95,22,0,22,want operator curse,1,0,0,0,1,1
95,22,0,23,want operator scold,1,0,1,0,1,1
95,22,0,24,want operator shout,1,0,0,1,0,0
96,18,0,1,do bus curse,0,1,0,0,1,1
96,18,0,2,do bus scold,0,1,1,0,1,1
96,18,0,3,do bus shout,0,1,0,1,0,0
96,18,0,4,do train curse,0,1,0,0,1,1
96,18,0,5,do train scold,0,1,1,0,1,1
96,18,0,6,do train shout,0,1,0,1,0,0
96,18,0,7,do store curse,0,0,0,0,1,1
96,18,0,8,do store scold,0,0,1,0,0,0
96,18,0,9,do store shout,0,0,0,1,0,0
96,18,0,10,do operator curse,0,0,0,0,2,1
96,18,0,11,do operator scold,0,0,1,0,1,1
96,18,0,12,do operator shout,0,0,0,1,0,0
96,18,0,13,want bus curse,1,1,0,0,2,1
96,18,0,14,want bus scold,1,1,1,0,1,1
96,18,0,15,want bus shout,1,1,0,1,0,0
96,18,0,16,want train curse,1,1,0,0,1,1
96,18,0,17,want train scold,1,1,1,0,1,1
